CustomerID,City,CountryRegionName,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,Age
12236,Hamburg,Germany,Partial College,Manual,F,M,1,0,0,1,20153,0,77
12237,Kassel,Germany,Partial College,Manual,F,M,1,0,0,1,18132,0,77
12238,Offenbach,Germany,Bachelors ,Clerical,F,M,1,0,0,1,55560,0,77
12239,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,52397,0,76
12240,Matraville,Australia,Partial College,Manual,M,S,0,1,0,0,17461,0,37
12242,Findon,Australia,Partial College,Manual,M,S,0,1,0,0,24495,1,39
12243,Geelong,Australia,Partial College,Manual,F,S,0,1,0,0,23287,0,38
12244,Rhodes,Australia,Bachelors ,Clerical,F,M,1,0,0,0,37907,0,37
12245,Rhodes,Australia,Partial College,Manual,M,S,1,1,0,0,16037,0,39
12246,Melton,Australia,High School,Manual,M,M,1,0,1,1,36321,0,39
12247,Darlinghurst,Australia,Bachelors ,Clerical,F,S,1,0,0,0,21194,0,39
12248,Geelong,Australia,High School,Manual,M,S,0,0,1,1,30237,1,40
12249,Matraville,Australia,Bachelors ,Clerical,M,M,1,0,0,0,29582,0,40
12250,Brisbane,Australia,High School,Manual,F,S,0,0,1,1,30356,0,41
12251,East Brisbane,Australia,Partial College,Manual,M,M,1,0,0,0,20450,0,41
12252,Caloundra,Australia,Partial College,Manual,M,M,0,0,0,0,20696,0,41
12253,North Sydney,Australia,Partial College,Manual,F,S,1,0,0,0,22377,0,41
12254,Pantin,France,Partial College,Manual,M,S,1,0,0,1,21019,0,75
12255,Colomiers,France,Partial College,Manual,F,S,0,0,1,1,21566,0,57
12256,Morangis,France,Partial College,Manual,F,M,1,0,1,1,11824,0,57
12257,Berlin,Germany,Graduate Degree,Clerical,M,M,1,0,0,4,78935,0,57
12258,Essen,Germany,Graduate Degree,Clerical,F,M,1,0,0,4,52015,0,57
12259,Berkshire,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,4,63149,0,57
12260,Cheltenham,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,4,67954,0,57
12261,Dunkerque,France,High School,Manual,F,M,1,1,1,1,26919,0,58
12262,Bury,United Kingdom,Partial College,Manual,F,M,1,0,1,1,12297,0,58
12263,Milton Keynes,United Kingdom,Partial College,Manual,M,S,0,0,1,1,15989,0,58
12264,Milton Keynes,United Kingdom,Partial College,Manual,M,S,0,0,1,1,22120,1,58
12266,Paderborn,Germany,Partial College,Manual,F,M,1,1,0,2,13051,0,59
12268,Berlin,Germany,Graduate Degree,Clerical,M,M,1,0,0,1,74401,0,60
12269,Croix,France,Graduate Degree,Clerical,M,M,1,0,0,3,61871,0,58
12270,Berlin,Germany,Graduate Degree,Clerical,F,S,1,0,0,3,57165,0,58
12271,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,0,41979,1,59
12272,Leeds,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,3,79417,1,58
12273,Ingolstadt,Germany,Bachelors ,Clerical,M,M,1,0,0,1,71930,1,60
12274,Paris,France,High School,Manual,M,S,1,0,2,2,20487,0,48
12275,Berlin,Germany,Partial College,Manual,F,S,1,1,0,0,23219,0,48
12276,Berlin,Germany,Bachelors ,Clerical,F,M,1,0,0,0,41789,0,48
12277,Esher-Molesey,United Kingdom,High School,Manual,F,S,1,0,2,2,20533,1,49
12278,Duesseldorf,Germany,High School,Manual,F,S,1,0,2,2,22256,1,49
12279,Paris,France,Bachelors ,Clerical,M,M,1,0,0,0,65218,0,48
12280,Saint Ouen,France,Bachelors ,Clerical,F,M,0,0,0,0,51715,0,48
12281,Oxford,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,0,58496,0,48
12283,Billericay,United Kingdom,Partial College,Manual,M,S,1,1,0,0,41759,0,49
12284,Bracknell,United Kingdom,Bachelors ,Clerical,F,M,0,0,0,0,47996,0,49
12285,Drancy,France,Bachelors ,Clerical,F,S,1,0,0,1,46808,0,48
12286,Peterborough,United Kingdom,Graduate Degree,Skilled Manual,M,S,1,0,0,0,62160,0,49
12287,Kirkby,United Kingdom,Partial College,Manual,M,S,0,2,0,3,31845,0,66
12288,Peterborough,United Kingdom,High School,Manual,F,M,0,1,2,2,11371,0,50
12289,Stoke-on-Trent,United Kingdom,High School,Manual,M,S,1,1,2,2,16814,1,50
12290,Lille,France,High School,Manual,F,S,1,1,2,2,12702,1,50
12291,Eilenburg,Germany,Partial College,Professional,M,S,0,2,0,5,111415,0,74
12292,Berks,United Kingdom,Bachelors ,Management,M,M,1,3,4,4,165437,1,74
12293,Bracknell,United Kingdom,Bachelors ,Management,F,M,1,3,4,4,129525,1,74
12294,London,United Kingdom,Bachelors ,Management,M,M,1,4,4,4,165819,1,73
12295,Courbevoie,France,Partial High School,Skilled Manual,M,S,1,4,1,3,81992,0,73
12296,Les Ulis,France,High School,Professional,M,M,0,2,1,5,95370,0,73
12297,Frankfurt,Germany,Partial College,Professional,F,S,0,2,0,5,106234,0,73
12298,Neunkirchen,Germany,Partial College,Professional,F,S,0,2,0,5,105536,0,73
12300,Colomiers,France,Partial College,Professional,F,S,1,2,0,5,91944,0,72
12301,Saint-Denis,France,Bachelors ,Management,F,S,1,4,3,3,120215,1,71
12302,Frankfurt,Germany,Bachelors ,Management,M,M,0,4,3,3,121875,0,72
12303,London,United Kingdom,Partial College,Professional,F,M,1,4,4,4,147344,1,72
12304,London,United Kingdom,Partial College,Professional,M,S,0,4,4,4,164728,1,72
12305,Bury,United Kingdom,Partial College,Professional,M,M,0,1,2,4,120569,1,64
12306,Hof,Germany,Partial College,Professional,M,M,1,2,2,4,121668,1,65
12307,Cergy,France,High School,Professional,M,M,1,1,2,4,114108,0,63
12308,Metz,France,High School,Professional,F,M,1,2,4,4,92664,1,64
12309,Cambridge,United Kingdom,Partial College,Professional,M,S,0,4,4,4,158166,1,64
12310,Gloucestershire,United Kingdom,High School,Professional,F,S,0,4,4,4,139396,1,64
12311,London,United Kingdom,High School,Professional,M,S,0,1,5,5,161432,1,64
12312,Paris,France,Bachelors ,Management,M,M,1,4,4,4,122460,0,64
12313,Paris,France,Bachelors ,Management,M,S,1,4,4,4,119786,1,65
12314,Grevenbroich,Germany,Bachelors ,Management,F,M,1,1,5,5,133979,0,65
12315,London,United Kingdom,Partial College,Professional,F,M,1,2,5,5,145398,1,65
12316,London,United Kingdom,Partial College,Professional,M,M,0,2,5,5,152144,0,64
12318,Warrington,United Kingdom,Bachelors ,Management,F,M,0,3,5,5,136800,1,65
12319,Eilenburg,Germany,High School,Professional,F,M,1,2,1,4,99755,0,66
12320,Bracknell,United Kingdom,Partial College,Professional,F,S,1,3,5,5,135217,1,66
12321,Les Ulis,France,Partial High School,Skilled Manual,F,M,1,2,2,5,79227,0,67
12323,Suresnes,France,High School,Professional,M,M,1,2,2,4,119151,0,67
12324,Hamburg,Germany,High School,Professional,M,S,1,3,1,4,122733,1,67
12325,London,United Kingdom,High School,Professional,F,M,1,3,5,5,140253,0,67
12326,York,United Kingdom,Partial College,Management,M,S,0,4,5,5,167734,1,67
12327,Braunschweig,Germany,Partial College,Management,M,S,1,4,4,4,133180,1,68
12329,York,United Kingdom,Partial College,Management,F,S,0,4,5,5,139924,1,68
12330,Essen,Germany,Partial College,Management,M,M,1,4,4,4,125433,0,69
12331,Croix,France,Partial High School,Skilled Manual,F,S,1,4,1,5,73718,0,70
12332,Paris,France,High School,Management,M,M,1,3,1,4,120126,1,70
12333,Villeneuve-d'Ascq,France,High School,Management,M,M,0,3,1,4,124051,0,69
12334,London,United Kingdom,High School,Management,M,M,1,4,5,5,159678,1,70
12335,Runcorn,United Kingdom,High School,Management,M,S,0,4,5,5,152541,1,70
12336,Newcastle upon Tyne,United Kingdom,Graduate Degree,Professional,M,S,0,4,5,5,173625,1,71
12337,Lavender Bay,Australia,Bachelors ,Professional,M,S,0,2,0,0,98089,0,43
12340,Caloundra,Australia,Bachelors ,Professional,F,S,1,3,0,0,95199,0,41
12341,Lane Cove,Australia,Bachelors ,Professional,F,M,1,2,0,0,124300,0,42
12342,Sydney,Australia,Bachelors ,Professional,F,M,1,3,0,0,83300,0,43
12343,Milsons Point,Australia,Bachelors ,Professional,F,M,1,4,0,0,81731,0,44
12344,Darlinghurst,Australia,Bachelors ,Professional,F,S,0,3,0,0,107136,1,43
12345,Townsville,Australia,Bachelors ,Professional,F,S,1,3,0,0,102221,0,43
12346,Silverwater,Australia,Bachelors ,Professional,M,S,0,2,0,0,123190,0,43
12349,Silverwater,Australia,Bachelors ,Professional,F,S,1,3,0,0,110624,0,44
12350,Geelong,Australia,Bachelors ,Professional,M,M,1,3,0,0,125122,0,45
12351,Sunbury,Australia,High School,Management,F,M,1,2,5,5,98670,1,45
12352,North Sydney,Australia,High School,Management,M,M,0,2,5,5,120108,1,45
12353,Hawthorne,Australia,Partial College,Management,M,M,0,3,5,5,154378,1,45
12355,Wollongong,Australia,Partial High School,Professional,F,S,1,4,5,5,131905,1,45
12356,Port Macquarie,Australia,Bachelors ,Professional,F,S,0,3,0,0,123370,0,47
12357,Findon,Australia,High School,Management,F,S,1,3,5,5,93703,1,47
12358,Milsons Point,Australia,Partial High School,Professional,F,M,1,4,5,5,114511,1,48
12359,Milsons Point,Australia,Graduate Degree,Professional,F,M,1,4,5,5,143067,1,48
12360,North Sydney,Australia,Partial College,Management,M,S,1,4,5,5,163147,1,47
12361,East Brisbane,Australia,Partial High School,Management,F,M,0,4,5,5,133211,1,47
12362,Lemon Grove,United States,Bachelors ,Management,M,S,1,2,0,5,118848,0,77
12363,Langford,Canada,Graduate Degree,Management,F,M,0,1,4,4,139508,1,76
12364,Port Orchard,United States,Bachelors ,Management,F,M,1,4,3,3,131230,0,77
12365,Bremerton,United States,Bachelors ,Management,M,M,0,2,0,5,128803,0,76
12366,Ballard,United States,Bachelors ,Management,F,M,1,2,0,5,102608,0,76
12367,Leeds,United Kingdom,Partial High School,Manual,F,S,0,2,0,0,21915,0,45
12368,Metz,France,Partial High School,Manual,M,S,0,2,0,0,23727,0,45
12369,Melton,Australia,Bachelors ,Professional,M,S,0,4,4,4,104417,1,55
12370,Silverwater,Australia,Bachelors ,Professional,M,M,1,2,2,3,97847,0,55
12371,Rhodes,Australia,Bachelors ,Professional,F,S,1,2,2,3,87353,1,55
12372,East Brisbane,Australia,Bachelors ,Professional,M,S,0,2,2,3,100306,1,55
12373,Versailles,France,Partial College,Clerical,M,S,0,1,0,0,55146,0,44
12374,Croix,France,Partial High School,Manual,F,S,0,2,0,0,15532,0,38
12375,Cergy,France,Partial High School,Manual,M,S,1,2,0,0,24223,0,38
12376,London,United Kingdom,Partial High School,Manual,F,S,0,2,0,0,15247,0,38
12377,Bottrop,Germany,Partial High School,Manual,M,S,0,2,0,0,24615,0,38
12378,Ingolstadt,Germany,Partial College,Clerical,F,S,1,1,0,0,48865,0,39
12379,Hamburg,Germany,Partial College,Clerical,F,S,0,1,0,0,36971,0,40
12380,Billericay,United Kingdom,High School,Manual,M,S,0,1,0,0,38427,1,44
12381,London,United Kingdom,Bachelors ,Skilled Manual,M,M,1,0,1,1,64202,0,44
12382,London,United Kingdom,Partial High School,Manual,F,S,0,2,0,0,20106,0,45
12383,Paris,France,High School,Manual,M,S,0,1,0,0,41956,0,45
12385,Berks,United Kingdom,Bachelors ,Skilled Manual,F,M,1,1,1,1,47575,0,45
12386,Erlangen,Germany,Partial High School,Manual,F,S,0,2,0,0,24202,0,46
12387,Villeneuve-d'Ascq,France,High School,Manual,F,S,0,1,0,0,51979,0,45
12388,Kiel,Germany,High School,Manual,F,S,0,1,0,0,41710,0,46
12389,Colombes,France,High School,Manual,M,S,0,1,0,0,52825,1,46
12390,Berlin,Germany,Partial College,Clerical,F,S,0,1,1,1,29240,0,46
12392,Esher-Molesey,United Kingdom,Partial High School,Manual,F,S,0,2,0,0,10547,1,47
12393,Saint-Denis,France,Partial High School,Manual,F,S,0,2,0,0,17433,1,47
12394,Liverpool,United Kingdom,Partial High School,Manual,F,S,0,2,0,0,16426,0,47
12395,Chatou,France,High School,Manual,M,S,1,1,0,0,49727,1,47
12396,Hof,Germany,High School,Manual,F,S,1,1,0,0,39795,1,47
12397,Poing,Germany,Partial College,Clerical,M,S,1,0,2,2,55500,0,48
12398,Lille,France,Partial College,Clerical,F,S,1,1,2,2,42233,1,47
12399,Braunschweig,Germany,Partial College,Clerical,M,S,1,1,2,2,41567,0,47
12400,Essen,Germany,Partial College,Clerical,M,S,1,1,2,2,53525,1,46
12402,London,United Kingdom,Partial College,Clerical,M,S,1,2,2,2,65972,1,47
12403,Watford,United Kingdom,Partial College,Clerical,M,S,1,2,2,2,61027,1,47
12405,Newcastle upon Tyne,United Kingdom,Partial College,Clerical,M,S,1,2,2,2,57704,1,48
12408,Saarlouis,Germany,Graduate Degree,Skilled Manual,M,S,0,0,0,0,76861,0,48
12409,Santa Cruz,United States,Partial College,Clerical,F,S,1,0,3,3,46114,1,43
12410,Beverly Hills,United States,Partial College,Clerical,F,S,1,0,3,3,46775,1,42
12411,Concord,United States,Partial College,Clerical,M,S,1,1,3,3,52681,0,43
12412,Downey,United States,Graduate Degree,Skilled Manual,F,M,1,0,0,1,69526,0,88
12413,Olympia,United States,Graduate Degree,Skilled Manual,M,S,0,0,0,0,109280,1,52
12414,Oregon City,United States,Graduate Degree,Skilled Manual,M,S,0,0,0,0,108026,1,52
12415,W. Linn,United States,Graduate Degree,Skilled Manual,F,S,0,0,0,0,79990,0,51
12416,Bellflower,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,0,69061,0,52
12417,Chula Vista,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,0,88483,1,51
12418,Corvallis,United States,High School,Manual,M,S,0,2,0,2,17633,0,65
12419,Bremerton,United States,Bachelors ,Skilled Manual,F,M,1,1,0,1,54677,0,65
12421,Newport Beach,United States,Bachelors ,Skilled Manual,M,M,1,1,0,1,62826,0,65
12423,Olympia,United States,Partial High School,Clerical,F,S,0,2,0,3,28591,0,64
12424,Sedro Woolley,United States,High School,Manual,F,M,1,1,0,1,34596,0,64
12425,Walla Walla,United States,High School,Clerical,M,M,1,1,0,1,61719,0,64
12426,Lakewood,United States,Partial College,Clerical,M,M,1,1,0,1,66810,0,64
12427,San Diego,United States,Partial College,Clerical,F,M,1,1,0,1,46667,0,64
12428,San Gabriel,United States,Partial College,Clerical,M,M,1,1,0,1,43510,0,63
12429,Concord,United States,Partial College,Clerical,M,M,1,1,0,1,69294,0,62
12430,Sooke,Canada,Partial College,Clerical,F,M,1,1,0,1,40531,0,63
12431,Sooke,Canada,Partial College,Clerical,M,M,1,1,0,1,57762,0,63
12432,Glendale,United States,Partial College,Clerical,M,M,1,1,0,1,46306,0,63
12433,San Gabriel,United States,Partial College,Clerical,M,M,1,1,0,1,51433,0,63
12434,Tacoma,United States,Partial College,Clerical,M,M,1,1,0,1,43290,0,63
12435,Bell Gardens,United States,Partial College,Clerical,F,M,1,1,0,1,33125,0,63
12436,Burien,United States,Partial College,Clerical,M,M,1,1,0,1,58208,0,63
12437,Salem,United States,Partial College,Clerical,M,M,1,1,0,1,49361,0,63
12438,Colma,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,5,108458,0,63
12439,Beaverton,United States,Partial College,Clerical,F,M,1,1,0,1,47915,0,62
12440,Burbank,United States,Partial College,Clerical,M,M,1,1,0,1,60397,0,62
12441,Berkeley,United States,Partial College,Clerical,M,M,1,1,0,1,59458,0,60
12442,Burbank,United States,Partial College,Clerical,F,M,1,1,0,1,41673,0,61
12443,Burbank,United States,Partial College,Clerical,M,M,1,1,0,1,41772,0,61
12444,Metchosin,Canada,Partial College,Clerical,F,M,1,1,0,1,51783,0,61
12445,Oregon City,United States,Partial College,Clerical,M,M,1,1,0,1,55171,0,61
12446,La Jolla,United States,Partial College,Clerical,F,M,1,1,0,1,36064,0,61
12447,Port Hammond,Canada,Partial College,Clerical,M,M,1,1,0,1,57127,0,61
12448,Lebanon,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,4,73977,1,60
12449,Port Hammond,Canada,Graduate Degree,Skilled Manual,M,S,1,0,0,4,103544,0,60
12450,Imperial Beach,United States,Graduate Degree,Skilled Manual,M,M,1,0,0,4,83815,1,60
12451,Vancouver,Canada,Graduate Degree,Skilled Manual,F,S,1,0,0,4,83439,0,60
12453,W. Linn,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,4,98759,0,60
12454,Bremerton,United States,Graduate Degree,Skilled Manual,M,M,1,0,0,4,91239,0,59
12455,Mill Valley,United States,Graduate Degree,Skilled Manual,M,M,1,0,0,4,100780,0,59
12456,Burien,United States,Graduate Degree,Skilled Manual,M,M,1,0,0,4,101125,1,59
12457,Beaverton,United States,Graduate Degree,Skilled Manual,F,S,1,0,0,4,98753,0,59
12459,Milton Keynes,United Kingdom,Bachelors ,Clerical,F,S,0,0,1,1,49997,1,50
12461,Hamburg,Germany,Graduate Degree,Clerical,F,M,1,0,0,0,71934,0,50
12462,Sulzbach Taunus,Germany,Graduate Degree,Clerical,M,M,1,0,0,0,72867,0,50
12463,Cheltenham,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,0,67903,0,49
12464,Bobigny,France,High School,Manual,M,S,1,1,3,3,21281,1,51
12465,Gloucestershire,United Kingdom,Partial College,Manual,F,M,1,1,1,1,31899,0,51
12466,Drancy,France,Partial College,Manual,M,M,1,1,1,1,26581,0,51
12467,Paris,France,Partial College,Manual,F,S,0,1,1,1,30403,0,51
12468,Paris,France,Bachelors ,Clerical,M,M,1,0,1,1,72357,1,51
12469,Paderborn,Germany,High School,Manual,M,M,1,1,1,1,11612,0,52
12471,Bottrop,Germany,Bachelors ,Clerical,F,M,1,0,0,0,38355,0,51
12473,York,United Kingdom,Bachelors ,Skilled Manual,M,M,1,1,1,1,57861,0,51
12474,Cergy,France,Bachelors ,Skilled Manual,F,M,1,2,1,1,62665,0,51
12476,Milton Keynes,United Kingdom,High School,Manual,M,S,1,0,2,2,21829,1,53
12479,Frankfurt,Germany,Bachelors ,Skilled Manual,F,M,1,2,1,1,46023,0,53
12480,Lille,France,Partial High School,Manual,F,S,1,1,2,5,10809,0,54
12481,Berlin,Germany,Partial High School,Manual,M,S,1,1,2,5,17253,1,54
12482,Orly,France,Partial High School,Manual,M,S,1,1,2,3,26433,1,54
12483,Roubaix,France,High School,Manual,F,S,1,2,2,2,17281,0,54
12484,Hamburg,Germany,High School,Manual,F,S,1,2,2,2,18296,1,54
12485,Colomiers,France,High School,Manual,F,S,1,0,3,3,14937,1,54
12486,West Sussex,United Kingdom,High School,Manual,F,S,1,0,3,3,12531,0,54
12487,Salzgitter,Germany,High School,Manual,M,S,1,0,3,3,18400,1,54
12488,Saint Germain en Laye,France,High School,Manual,M,S,1,2,3,3,25768,1,55
12489,Les Ulis,France,Bachelors ,Professional,M,M,1,0,0,0,61157,0,52
12490,Paris,France,Bachelors ,Professional,F,M,0,0,0,0,63635,0,52
12491,Oxford,United Kingdom,Bachelors ,Professional,M,M,1,0,0,0,78670,0,52
12492,Stoke-on-Trent,United Kingdom,Graduate Degree,Skilled Manual,F,S,0,0,0,0,90179,1,52
12493,Ingolstadt,Germany,Bachelors ,Professional,M,M,1,0,0,0,77700,1,53
12494,Versailles,France,Partial College,Clerical,F,M,0,2,2,2,51018,1,54
12495,Frankfurt,Germany,Partial College,Clerical,M,S,1,2,2,2,54338,1,54
12496,Gateshead,United Kingdom,Bachelors ,Skilled Manual,F,M,1,0,0,1,51485,0,54
12497,Saarbrücken,Germany,Bachelors ,Skilled Manual,F,M,1,0,0,1,43308,0,55
12500,Offenbach,Germany,Partial College,Clerical,F,S,1,1,3,3,33211,0,39
12501,Solingen,Germany,Partial College,Clerical,M,S,1,1,3,3,60573,1,39
12502,Oxon,United Kingdom,Partial College,Clerical,M,S,1,2,3,3,67750,1,38
12503,York,United Kingdom,Partial College,Clerical,F,S,1,2,3,3,52420,1,39
12504,Gloucestershire,United Kingdom,Bachelors ,Skilled Manual,M,M,1,0,0,1,50813,0,55
12505,Stoke-on-Trent,United Kingdom,Bachelors ,Skilled Manual,M,M,1,0,0,1,49960,1,55
12506,West Sussex,United Kingdom,Bachelors ,Skilled Manual,M,M,1,0,0,1,70108,0,55
12507,Solingen,Germany,Partial College,Clerical,M,M,1,1,0,1,50454,0,56
12508,Bury,United Kingdom,Bachelors ,Skilled Manual,F,M,1,0,0,1,53358,0,56
12509,Drancy,France,Bachelors ,Skilled Manual,M,M,1,0,0,1,61208,1,56
12510,Lieusaint,France,Bachelors ,Skilled Manual,M,M,1,1,0,1,55848,1,55
12511,Paris,France,Partial College,Clerical,M,S,1,2,3,3,61333,1,40
12512,Berlin,Germany,Partial College,Clerical,F,M,0,2,3,3,61304,0,40
12513,Stoke-on-Trent,United Kingdom,Partial College,Clerical,M,S,1,3,4,4,61694,1,40
12515,Roubaix,France,Partial College,Clerical,F,S,1,1,0,0,37270,0,41
12516,Frankfurt am Main,Germany,Partial College,Clerical,F,S,0,1,0,0,48330,0,41
12517,Kassel,Germany,Partial College,Clerical,F,S,0,1,0,0,46325,0,41
12518,Solingen,Germany,Partial College,Clerical,F,S,0,1,0,0,44742,0,41
12520,Saint Germain en Laye,France,High School,Manual,M,S,0,1,0,0,16312,0,41
12521,Offenbach,Germany,Partial High School,Manual,F,S,0,2,0,0,21814,0,43
12522,Pantin,France,High School,Manual,F,S,0,1,0,0,17194,0,42
12523,Paris,France,High School,Manual,M,S,0,1,0,0,12549,0,41
12524,Les Ulis,France,Partial College,Clerical,F,S,1,1,0,0,52163,1,43
12525,Esher-Molesey,United Kingdom,Bachelors ,Skilled Manual,F,M,1,0,1,1,52267,0,43
12526,London,United Kingdom,Bachelors ,Skilled Manual,F,M,1,0,1,1,45579,0,43
12527,Burbank,United States,Graduate Degree,Skilled Manual,M,M,1,0,0,4,106986,1,58
12528,Spokane,United States,Graduate Degree,Skilled Manual,M,S,1,0,0,4,101965,1,59
12530,Shawnee,Canada,Partial College,Clerical,F,S,1,2,4,4,49040,1,46
12532,Metchosin,Canada,Graduate Degree,Skilled Manual,M,M,1,0,0,0,73885,0,45
12533,Walla Walla,United States,Graduate Degree,Management,M,M,1,4,2,2,185123,0,77
12534,Saint Ouen,France,Graduate Degree,Manual,F,M,1,0,0,1,32779,0,56
12535,Solingen,Germany,Bachelors ,Manual,M,S,1,0,0,1,26547,1,56
12536,Solingen,Germany,Bachelors ,Manual,M,M,1,0,0,1,18459,1,57
12537,Paris,France,Bachelors ,Manual,M,M,1,0,0,1,33755,0,57
12538,Berlin,Germany,Graduate Degree,Clerical,F,M,1,0,0,1,53422,0,57
12540,Peterborough,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,1,64331,0,82
12541,Drancy,France,Graduate Degree,Clerical,M,M,1,0,0,4,71575,1,56
12543,Verrieres Le Buisson,France,Bachelors ,Manual,M,M,1,0,0,1,29966,0,60
12544,Kiel,Germany,Bachelors ,Manual,M,M,1,0,0,1,29332,0,60
12545,Berks,United Kingdom,Partial College,Manual,M,M,1,0,0,1,23828,0,61
12546,Mühlheim,Germany,Bachelors ,Clerical,M,S,1,0,0,1,26645,0,61
12547,Les Ulis,France,Bachelors ,Clerical,M,M,1,0,0,1,29603,0,62
12548,Bottrop,Germany,Partial College,Manual,F,S,1,0,0,2,32492,0,63
12549,Paris,France,Partial College,Manual,F,S,1,1,0,2,21755,0,63
12551,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,46162,0,80
12552,Saint Ouen,France,Bachelors ,Clerical,M,M,1,0,0,1,40691,0,80
12553,Suresnes,France,Bachelors ,Clerical,F,M,1,0,0,1,27087,0,80
12554,Cambridge,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,1,73381,0,80
12555,Roubaix,France,Bachelors ,Clerical,M,M,1,1,0,2,26656,0,79
12556,Werne,Germany,Bachelors ,Clerical,M,M,1,1,0,2,30226,0,79
12557,Boulogne-Billancourt,France,Bachelors ,Clerical,M,M,1,1,0,2,39176,0,78
12558,Bottrop,Germany,Bachelors ,Clerical,F,M,1,0,0,1,45060,0,78
12559,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,38072,0,77
12560,London,United Kingdom,Bachelors ,Clerical,F,M,1,0,0,1,22362,0,78
12561,Bobigny,France,Partial College,Manual,F,S,1,1,0,2,14154,0,77
12563,Cheltenham,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,65193,0,77
12564,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,57280,0,77
12566,London,United Kingdom,Bachelors ,Clerical,M,M,1,0,0,1,68214,0,76
12567,Newcastle upon Tyne,United Kingdom,Bachelors ,Clerical,F,M,1,0,0,1,48168,0,76
12568,Stoke-on-Trent,United Kingdom,Bachelors ,Clerical,F,M,1,0,0,1,51759,0,76
12569,Warrington,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,1,66025,0,76
12570,Brisbane,Australia,Partial College,Manual,M,S,0,1,0,0,32647,0,38
12571,Coffs Harbour,Australia,Partial College,Manual,F,M,0,1,0,0,15331,0,38
12572,Findon,Australia,Partial College,Manual,F,S,0,1,0,0,21752,0,38
12574,Silverwater,Australia,Partial College,Manual,M,S,0,1,0,0,13409,0,38
12575,Wollongong,Australia,Partial College,Manual,F,S,0,1,0,0,23890,0,39
12576,Melbourne,Australia,Partial College,Manual,M,S,0,1,0,0,18900,0,39
12577,Lane Cove,Australia,Partial College,Manual,M,S,1,1,0,0,24860,1,39
12578,Cranbourne,Australia,Partial College,Manual,M,S,0,1,0,0,21717,1,38
12579,Springwood,Australia,Partial College,Manual,F,S,1,1,0,0,24966,0,40
12580,South Melbourne,Australia,Partial College,Manual,M,S,1,1,0,0,25383,0,40
12581,Melton,Australia,Partial College,Manual,F,S,0,1,0,0,14588,1,40
12582,Springwood,Australia,High School,Manual,F,S,0,2,0,0,17956,0,41
12584,Townsville,Australia,High School,Manual,F,S,0,0,1,1,15109,0,42
12585,Hobart,Australia,High School,Manual,M,M,1,0,1,1,20881,0,39
12586,Townsville,Australia,High School,Manual,F,S,0,0,1,1,24582,1,39
12587,Milsons Point,Australia,Bachelors ,Clerical,M,S,1,0,0,0,34220,1,40
12588,Milsons Point,Australia,High School,Manual,F,S,0,0,1,1,11470,0,41
12589,Melbourne,Australia,Partial College,Manual,M,M,1,0,0,0,11927,0,41
12591,Berlin,Germany,Graduate Degree,Clerical,F,M,1,0,0,4,41658,0,57
12592,Birmingham,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,4,67041,1,57
12593,Bury,United Kingdom,Graduate Degree,Clerical,M,S,1,0,0,4,92189,1,57
12594,Cambridge,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,4,66248,0,57
12595,London,United Kingdom,Graduate Degree,Clerical,M,S,1,0,0,3,65040,0,57
12596,Milton Keynes,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,3,74338,1,57
12598,Stoke-on-Trent,United Kingdom,Graduate Degree,Clerical,F,M,1,0,0,3,58156,0,58
12599,Berks,United Kingdom,Partial College,Manual,F,M,1,1,0,2,16125,0,58
12600,Eilenburg,Germany,Graduate Degree,Clerical,M,M,1,0,0,1,67367,0,60
12601,Peterborough,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,3,71155,1,58
12602,London,United Kingdom,Graduate Degree,Clerical,M,M,1,0,0,3,70368,0,58
12603,Peterborough,United Kingdom,Bachelors ,Clerical,M,S,1,0,0,3,52830,0,58
12604,Darmstadt,Germany,Bachelors ,Clerical,M,M,1,0,0,3,58830,0,58
12605,Saarlouis,Germany,Bachelors ,Clerical,F,M,1,0,0,3,54605,0,58
